Name,Category,ImageUrl,Description,Price,Url,Id
"Modern Lounge Sofa — Premium Sofa",Sofa,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/20/4e02bf4b-9ab8-4ea6-b05f-4e6c18794e3c.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Carefully crafted from premium materials by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.",Rp5.200.000,https://www.tokopedia.com/wanfurniture/kursi-sofa-santai-modern-sofa-premium-1731044734100670237?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731044734100670237
"Minimalist Teak Wood Sofa Chair with Rattan Combination",Sofa,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/18/af91eb53-95ed-42da-aa11-87ca52801420.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Crafted from premium materials and expertly made by skilled artisans.
Custom orders are welcome — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.",Rp4.800.000,https://www.tokopedia.com/wanfurniture/kursi-sofa-minimalis-kayu-jati-kombinasi-rotan-1731044742931908381?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731044742931908381
"Japanese-Style Teak Wood Sofa Chair",Sofa,https://images.tokopedia.net/img/cache/700/VqbcmM/2025/3/22/bc6c5425-f946-4095-9287-c5119a7d6daf.jpg,"**Material:** Teak wood
**Size:** 180 x 180 cm
**Color:** Natural (customizable)

Crafted from high-quality materials and skillfully made by experienced artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.","Rp8.200.000",https://www.tokopedia.com/wanfurniture/kursi-sofa-japan-style-kayu-jati-1731055700940523293?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731055700940523293
"Modern Chesterfield Living Room Sofa",Sofa,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/20/e28497a1-589b-4384-9441-7600d2cb8458.jpg,"**Product:** Premium sofa (color by request)

Crafted from high-quality materials and meticulously made by skilled artisans.
Custom orders are welcome — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.
",Rp8.000.000,https://www.tokopedia.com/wanfurniture/sofa-ruang-tamu-chesterfield-modern-1731044754964645661?extParam=whid%3D16945315%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,1731044754964645661
"Modern Solid Teak Wood Living Room Sofa Chair",Sofa,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/20/8a25a270-cdb8-4826-8477-f66ce7fbc8b1.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Carefully crafted from premium materials by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.","Rp5.500.000",https://www.tokopedia.com/wanfurniture/kursi-sofa-tamu-modern-kayu-jati-solid-1731044728212588317?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731044728212588317
Premium Full Foam Sofa Chair,Sofa,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/20/7992f5e2-b09e-45a9-97e9-7f0ca96e0d36.jpg,"**Product:** Premium sofa (color by request)

Crafted from high-quality materials and expertly made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.","Rp7.200.000
",https://www.tokopedia.com/wanfurniture/kursi-sofa-full-busa-premium-1731044754769807133?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731044754769807133
"Space-Saving Minimalist Dining Table Set
",Dinning chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/1d1d6d64-b237-406e-b8e1-8a87517ef3a8.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from premium materials and expertly made by skilled artisans.
Custom orders are welcome — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
",Rp2.900.000,https://www.tokopedia.com/wanfurniture/set-meja-makan-minimalis-hemat-ruang-1731082768488433437?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731082768488433437
"Space-Saving Modern Dining Table Set
",Dinning chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/07333281-50b6-4656-800b-26ded2252092.jpg,"- Material : Kayu jati perhutani
- Finishing warna : by request
-warna kain : by request

Barang di buat menggunakan material berkualitas dan juga dikerjakan oleh para ahli di bidangnya.
Bisa custom order model lain, ukuran dan warna sesuai keinginan kalian

Note :
- Harga belum termasuk ongkir, informasi ongkos kirim bisa chat ke admin kami terlebih dahulu
- Barang diproses secepatnya 15hr - 30hr,tergantung antrian & tingkat kerumitan barang yg dipesan
- Barang Dengan Ukuran Kecil dikirim langsung Menggunakan JNE
- Diskusikan dengan kami sebelum memesan

Pengiriman :
- Berat Pengiriman Yang Tertera Di TOKOPEDIA Hanya Untuk Mengirim Nomer Resi Pengiriman Yang Berupa Invoice / Nota Pembelian
- Pengiriman barang menggunakan jasa Ekspedisi Truk/Pick Up, agar lebih mudah, aman dan lebih murah.","Rp2.800.000",https://www.tokopedia.com/wanfurniture/set-meja-makan-modern-hemat-ruang-1731082767609333533?extParam=whid%3D16945315%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,1731082767609333533
"Rattan Dining Chair — Café Chair Made of Teak Wood",Dinning chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/b741c333-2da8-47ca-9f69-e64e7f1d7f9e.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from high-quality materials and meticulously made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.","Rp850.000",https://www.tokopedia.com/wanfurniture/kursi-makan-rotan-kursi-cafe-rotan-jati-kayu-1731706431492425108?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706431492425108
"Modern Café Chair — Modern Minimalist Dining Chair Made of Teak Wood",Dinning chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/180f68ba-7096-4a56-a51f-37eb4b8dcf3b.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from premium materials and skillfully made by experienced artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
",Rp1.200.000,https://www.tokopedia.com/wanfurniture/kursi-cafe-modern-kursi-makan-modern-minimalis-belajar-jati-kayu-1731706476306793876?extParam=whid%3D16945315%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,1731706476306793876
"Dining Chair and Sofa Seat — Café Sofa Seat Made of Teak Wood",Dinning chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/1/e5c0841b-232c-483b-ba02-798815caebd9.jpg,"- Material : Kayu jati perhutani
- Finishing warna : by request
- Warna kain : by request

Barang di buat menggunakan material berkualitas dan juga dikerjakan oleh para ahli di bidangnya.
Bisa custom order model lain, ukuran dan warna sesuai keinginan kalian

Note :
- Harga belum termasuk ongkir, informasi ongkos kirim bisa chat ke admin kami terlebih dahulu
- Barang diproses secepatnya 15hr - 30hr,tergantung antrian & tingkat kerumitan barang yg dipesan
- Barang Dengan Ukuran Kecil dikirim langsung Menggunakan JNE
- Diskusikan dengan kami sebelum memesan

Pengiriman :
- Berat Pengiriman Yang Tertera Di TOKOPEDIA Hanya Untuk Mengirim Nomer Resi Pengiriman Yang Berupa Invoice / Nota Pembelian
- Pengiriman barang menggunakan jasa Ekspedisi Truk/Pick Up, agar lebih mudah, aman dan lebih murah.","Rp850.000",https://www.tokopedia.com/wanfurniture/kursi-makan-dudukan-sofa-kursi-cafe-dudukan-sofa-jati-kayu-1731706452638336404?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706452638336404
"Minimalist Café Sofa Chair
",Dinning chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/31/57c7d5a3-f237-4928-aa42-4e71531e59ae.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from premium materials and expertly made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.
","Rp5.000.000",https://www.tokopedia.com/wanfurniture/kursi-sofa-cafe-minimalis-1731099808058148637?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731099808058148637
"Modern Minimalist Teak Wood Nightstand
",Small table cupboard,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/23/a9d542d6-9612-43ad-9585-9ed21875c199.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Crafted from high-quality materials and expertly made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.
",Rp1.200.000,https://www.tokopedia.com/wanfurniture/meja-nakas-modern-minimalis-jati-kayu-1731706456310908308?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706456310908308
"Minimalist Coffee Table",Small table cupboard,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/23/abb5e14e-1bb0-4e2d-8367-a35d0f7986a4.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Crafted from premium materials and meticulously made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
",Rp1.400.000,https://www.tokopedia.com/wanfurniture/meja-coffe-table-minimalis-1731234489536710429?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731234489536710429
"Modern Rectangular TV Table — Modern TV Console",Small table cupboard,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/23/fb97d119-592d-4a8a-886b-a2483421d625.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Carefully crafted from high-quality materials by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.
",Rp2.500.000,https://www.tokopedia.com/wanfurniture/meja-tv-modern-persegi-panjang-konsol-tv-modern-1731234442767861533?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731234442767861533
"Teak Wood TV Table with Rattan — Teak Wood TV Console with Rattan Mix
",Small table cupboard,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/23/8fda852c-de68-4038-8271-f4f2780740f2.jpg,"**Material:** Perhutani teak wood and rattan
**Finishing color:** By request

Crafted from premium materials and expertly made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
",Rp4.500.000,https://www.tokopedia.com/wanfurniture/meja-tv-kayu-jati-mix-rotan-konsol-tv-kayu-jati-mis-rotan-1731234491349698333?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731234491349698333
"Minimalist Retro Teak Wood Nightstand Furniture",Small table cupboard,https://images.tokopedia.net/img/cache/700/VqbcmM/2025/3/22/fc097b55-877f-4c82-977f-ac6b0729c13b.jpg,"**Material:** Teak wood
**Size:** 50 x 40 x 55 cm
**Color:** Natural (customizable)

Crafted from premium materials and skillfully made by experienced artisans.
Custom orders are welcome — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.","Rp750.000",https://www.tokopedia.com/wanfurniture/nakas-retro-minimalis-jati-furniture-kayu-1731706450015651220?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706450015651220
"Minimalist Retro Teak Wood Cabinet with Rattan Furniture",Small table cupboard,https://images.tokopedia.net/img/cache/700/VqbcmM/2025/3/22/fbe2a527-2fb0-4387-b3aa-8294920ce0f4.jpg,"**Material:** Teak wood and rattan
**Size:** 70 x 30 x 80 cm
**Color:** Natural (customizable)

Crafted from premium materials and expertly made by skilled artisans.
Custom orders are welcome — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.",Rp950.000,https://www.tokopedia.com/wanfurniture/lemari-kabinet-retro-minimalis-kayu-jati-furniture-rotan-1731706431491638676?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706431491638676
"Minimalist Dining Chair — Minimalist Café Chair Made of Teak Wood",Cafe chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/f1a735a0-4aec-46fa-ade8-722a00aeeb71.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from premium materials and skillfully made by experienced artisans.
Custom orders are welcome — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
","Rp700.000",https://www.tokopedia.com/wanfurniture/kursi-makan-minimalis-kursi-cafe-minimalis-jati-kayu-1731706456375068052?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706456375068052
"Modern Café Bench — Modern Dining Bench Made of Teak Wood",Cafe chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/31/9016d43f-8e71-4b38-b3ff-073988b81cd5.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from high-quality materials and expertly made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
","Rp1.600.000",https://www.tokopedia.com/wanfurniture/kursi-bangku-cafe-modern-kursi-bangku-makan-modern-jati-kayu-1731706456376116628?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706456376116628
"Selly Rattan Café Chair — Minimalist Selly Rattan Dining Chair Made of Teak Wood",Cafe chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/c9e8f616-da01-42c4-96e9-e11c84ff7fb8.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Crafted from premium materials and meticulously made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.",Rp950.000,https://www.tokopedia.com/wanfurniture/kursi-cafe-selly-rotan-kursi-makan-selly-rotan-minimalis-jati-kayu-1731706414899299732?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706414899299732
"Modern Café Chair — Modern Dining Chair and Teak Wood Terrace Chair
",Cafe chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/31/71c1d452-53b5-43ff-a072-8c0d95a9e35d.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Crafted from high-quality materials and expertly made by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more economical delivery.","Rp850.000",https://www.tokopedia.com/wanfurniture/kursi-cafe-modern-kursi-makan-modern-kursi-teras-jati-kayu-1731706452606092692?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706452606092692
"Teak Wood Café Bar Chair with Rattan Combination Furniture",Cafe chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/3/27/aaebdcd7-9329-4e3b-9fb8-f67aad4a52a1.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request

Carefully crafted from premium materials by skilled artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.","Rp950.000",https://www.tokopedia.com/wanfurniture/kursi-bar-cafe-kayu-jati-kombinasi-rotan-chairs-furniture-1731706456384701844?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706456384701844
"1-Seater Café Dining Chair — Teak Wood Living Room Sofa
",Cafe chairs,https://images.tokopedia.net/img/cache/1600-square/VqbcmM/2025/4/1/c7297243-fe07-4e64-9462-0a5f4057ceac.jpg,"**Material:** Perhutani teak wood
**Finishing color:** By request
**Fabric color:** By request

Crafted from premium materials and skillfully made by experienced artisans.
Custom orders are available — model, size, and color can be tailored to your preference.

**Note:**

* Price excludes shipping; please contact our admin for delivery details.
* Production time: approximately 15–30 days, depending on queue and item complexity.
* Small items are shipped directly via JNE.
* Please consult with us before placing your order.

**Shipping:**

* The listed weight on Tokopedia is for invoice or receipt purposes only.
* Items are shipped via truck or pick-up service for safer, easier, and more cost-effective delivery.
",Rp1.600.000,https://www.tokopedia.com/wanfurniture/kursi-makan-cafe-1-sheater-jati-kayu-sofa-tamu-1731706415212561812?extParam=src%3Dshop%26whid%3D16945315&aff_unique_id=&channel=others&chain_key=,1731706415212561812